,index,sub_id,name,interconnect_sub_id,lat,lon,interconnect
840,840,840,DURHAM 4,841,43.1184,-70.8327,Eastern
841,841,841,FARMINGTON 4,842,43.3176,-71.0923,Eastern
842,842,842,FARMINGTON 5,843,43.3682,-71.0865,Eastern
843,843,843,FARMINGTON 6,844,43.402,-71.1187,Eastern
844,844,844,LEE 3,845,43.1866,-70.9926,Eastern
845,845,845,LEE 4,846,43.1146,-71.0412,Eastern
846,846,846,LEE 5,847,43.1361,-70.934,Eastern
847,847,847,MILTON 1,848,43.3879,-70.9935,Eastern
848,848,848,ROCHESTER 1,849,43.3255,-70.9467,Eastern
849,849,849,ROCHESTER 2,850,43.2668,-70.996,Eastern
850,850,850,ROCHESTER 3,851,43.2948,-70.9585,Eastern
851,851,851,ROCHESTER 4,852,43.4096,-71.0375,Eastern
852,852,852,ROCHESTER 5,853,43.3759,-70.9387,Eastern
853,853,853,ROCHESTER 6,854,43.4224,-70.9433,Eastern
854,854,854,ROLLINSFORD,855,43.2982,-70.7684,Eastern
855,855,855,SOMERSWORTH 1,856,43.2655,-70.9005,Eastern
856,856,856,SOMERSWORTH 2,857,43.176,-70.9266,Eastern
857,857,857,SOMERSWORTH 3,858,43.2105,-70.9307,Eastern
858,858,858,STRAFFORD 1,859,43.2842,-71.1459,Eastern
859,859,859,CHARLESTOWN 1,860,43.1914,-72.4093,Eastern
860,860,860,CHARLESTOWN 2,861,43.2617,-72.4041,Eastern
861,861,861,CHARLESTOWN 3,862,43.2282,-72.4244,Eastern
862,862,862,CLAREMONT 1,863,43.3543,-72.3043,Eastern
863,863,863,CLAREMONT 2,864,43.3083,-72.359,Eastern
864,864,864,CLAREMONT 3,865,43.3143,-72.3075,Eastern
865,865,865,CORNISH,866,43.4752,-72.3754,Eastern
866,866,866,GRANTHAM,867,43.5161,-72.0992,Eastern
867,867,867,LEMPSTER 1,868,43.2524,-72.1716,Eastern
868,868,868,NEWPORT 2,869,43.361,-72.1717,Eastern
869,869,869,NEWPORT 3,870,43.4017,-72.2697,Eastern
870,870,870,NEWPORT 4,871,43.3711,-72.2503,Eastern
871,871,871,WASHINGTON 1,872,43.1585,-72.1174,Eastern
872,872,872,PORTSMOUTH 4,873,43.0595,-70.8234,Eastern
873,873,873,CONCORD 8,874,43.1424,-71.4465,Eastern
874,874,874,PORTSMOUTH 5,875,43.1085,-70.7764,Eastern
875,875,875,SUNCOOK 3,876,43.1392,-71.4356,Eastern
876,876,876,NASHUA 11,877,42.7709,-71.5015,Eastern
877,877,877,SUNCOOK 4,878,43.1089,-71.4298,Eastern
878,878,878,HANOVER 3,879,43.6938,-72.3009,Eastern
879,879,879,HAMPTON 5,880,42.9485,-70.8526,Eastern
880,880,880,HAMPTON 6,881,42.9365,-70.8388,Eastern
881,881,881,MILAN 1,882,44.7114,-71.2851,Eastern
882,882,882,BERLIN 3,883,44.4725,-71.16,Eastern
883,883,883,LONDONDERRY 4,884,42.9218,-71.4357,Eastern
884,884,884,SEABROOK 3,885,42.8967,-70.8193,Eastern
885,885,885,MIRROR LAKE,886,44.583,-71.5066,Eastern
886,886,886,CONCORD 9,887,43.288,-71.5812,Eastern
887,887,887,CONCORD 10,888,43.2738,-71.5862,Eastern
888,888,888,TILTON 3,889,43.4333,-71.6223,Eastern
889,889,889,LEMPSTER 2,890,43.2322,-72.1968,Eastern
890,890,890,RUMNEY 3,891,43.764,-71.8309,Eastern
891,891,891,MONROE 1,892,44.3259,-72.0056,Eastern
892,892,892,BRISTOL 4,893,43.583,-71.697,Eastern
893,893,893,FRANKLIN 7,894,43.428,-71.675,Eastern
894,894,894,HILLSBOROUGH 4,895,43.0945,-71.9674,Eastern
895,895,895,CONCORD 11,896,43.1291,-71.4923,Eastern
896,896,896,BERLIN 4,897,44.4081,-71.172,Eastern
897,897,897,TAMWORTH,898,43.8369,-71.2006,Eastern
898,898,898,BATH 5,899,44.1866,-72.0508,Eastern
899,899,899,PLYMOUTH 4,900,43.783,-71.6691,Eastern
900,900,900,CONCORD 12,901,43.2649,-71.6333,Eastern
901,901,901,GOFFSTOWN 4,902,42.9871,-71.5866,Eastern
902,902,902,SOMERSWORTH 4,903,43.2808,-70.8569,Eastern
903,903,903,CONCORD 13,904,43.1299,-71.5429,Eastern
904,904,904,LITTLETON 3,905,44.3172,-71.8732,Eastern
905,905,905,MILAN 2,906,44.6089,-71.2794,Eastern
906,906,906,PORTSMOUTH 6,907,43.1173,-70.7939,Eastern
907,907,907,MANCHESTER 15,908,42.974,-71.4989,Eastern
908,908,908,PORTSMOUTH 7,909,43.1044,-70.7892,Eastern
909,909,909,MONROE 2,910,44.2501,-72.0275,Eastern
910,910,910,BRANDON 1,911,43.8444,-73.0794,Eastern
911,911,911,BRANDON 2,912,43.9124,-73.1409,Eastern
912,912,912,BRANDON 3,913,43.8385,-73.1272,Eastern
913,913,913,BRIDPORT 1,914,43.9136,-73.2792,Eastern
914,914,914,BRIDPORT 2,915,43.8945,-73.364,Eastern
915,915,915,BRISTOL 5,916,44.0708,-73.0324,Eastern
916,916,916,BRISTOL 6,917,44.1761,-73.0222,Eastern
917,917,917,BRISTOL 7,918,44.11,-73.0085,Eastern
918,918,918,FERRISBURGH,919,44.2528,-73.2693,Eastern
919,919,919,HINESBURG 1,920,44.3546,-73.0806,Eastern
920,920,920,HINESBURG 2,921,44.3498,-73.0198,Eastern
921,921,921,HINESBURG 3,922,44.3135,-73.0796,Eastern
922,922,922,MIDDLEBURY 1,923,44.0266,-73.2612,Eastern
923,923,923,MIDDLEBURY 2,924,44.0197,-73.1089,Eastern
924,924,924,NEW HAVEN 1,925,44.1326,-73.1943,Eastern
925,925,925,NEW HAVEN 2,926,44.0736,-73.2083,Eastern
926,926,926,NORTH FERRISBURGH,927,44.1987,-73.2392,Eastern
927,927,927,SHOREHAM,928,43.8591,-73.3026,Eastern
928,928,928,STARKSBORO 1,929,44.2057,-73.1098,Eastern
929,929,929,STARKSBORO 2,930,44.2186,-72.9315,Eastern
930,930,930,VERGENNES 1,931,44.0092,-73.3506,Eastern
931,931,931,VERGENNES 2,932,44.1325,-73.3587,Eastern
932,932,932,VERGENNES 3,933,44.0784,-73.3397,Eastern
933,933,933,ARLINGTON 1,934,43.0635,-73.2189,Eastern
934,934,934,ARLINGTON 2,935,43.1501,-73.2392,Eastern
935,935,935,ARLINGTON 3,936,43.0319,-73.18,Eastern
936,936,936,BENNINGTON 1,937,42.8883,-73.0073,Eastern
937,937,937,BENNINGTON 2,938,42.8319,-73.1221,Eastern
938,938,938,BENNINGTON 3,939,42.836,-73.1817,Eastern
939,939,939,BONDVILLE,940,43.1808,-73.0055,Eastern
940,940,940,DORSET 1,941,43.1858,-73.1502,Eastern
941,941,941,DORSET 2,942,43.2604,-73.0865,Eastern
942,942,942,LONDONDERRY 5,943,43.2314,-72.8812,Eastern
943,943,943,LONDONDERRY 6,944,43.1226,-72.7454,Eastern
944,944,944,LONDONDERRY 7,945,43.1985,-72.7929,Eastern
945,945,945,MANCHESTER CENTER 1,946,43.1098,-73.0767,Eastern
946,946,946,MANCHESTER CENTER 2,947,43.0394,-72.9924,Eastern
947,947,947,MANCHESTER CENTER 3,948,43.0984,-73.0266,Eastern
948,948,948,NORTH BENNINGTON 1,949,42.9414,-73.2035,Eastern
949,949,949,NORTH BENNINGTON 2,950,43.0211,-73.236,Eastern
950,950,950,POWNAL 1,951,42.8112,-73.1009,Eastern
951,951,951,POWNAL 2,952,42.7304,-73.1627,Eastern
952,952,952,POWNAL 3,953,42.7266,-73.2422,Eastern
953,953,953,SHAFTSBURY 1,954,42.9291,-73.1032,Eastern
954,954,954,SHAFTSBURY 2,955,43.0169,-73.0859,Eastern
955,955,955,STAMFORD 1,956,42.7901,-72.9835,Eastern
956,956,956,WILMINGTON 1,957,42.7408,-72.8355,Eastern
957,957,957,WILMINGTON 2,958,42.8794,-72.9112,Eastern
958,958,958,WILMINGTON 3,959,42.883,-72.809,Eastern
959,959,959,BARNET 1,960,44.3305,-72.1277,Eastern
960,960,960,BARNET 2,961,44.2375,-72.0839,Eastern
961,961,961,CONCORD 14,962,44.4898,-71.8412,Eastern
962,962,962,DANVILLE 1,963,44.2872,-72.0706,Eastern
963,963,963,DANVILLE 2,964,44.3946,-72.1557,Eastern
964,964,964,EAST BURKE,965,44.5978,-71.983,Eastern
965,965,965,GROTON 1,966,44.2159,-72.2863,Eastern
966,966,966,GROTON 2,967,44.2794,-72.2227,Eastern
967,967,967,HARDWICK 1,968,44.5123,-72.1923,Eastern
968,968,968,HARDWICK 2,969,44.5034,-72.3373,Eastern
969,969,969,HARDWICK 3,970,44.5837,-72.334,Eastern
970,970,970,LYNDONVILLE 1,971,44.5742,-72.1674,Eastern
971,971,971,LYNDONVILLE 2,972,44.4867,-72.0428,Eastern
972,972,972,LYNDONVILLE 3,973,44.5459,-72.1259,Eastern
973,973,973,SAINT JOHNSBURY 1,974,44.3663,-71.9505,Eastern
974,974,974,SAINT JOHNSBURY 2,975,44.3584,-71.9714,Eastern
975,975,975,SAINT JOHNSBURY 3,976,44.3274,-72.0459,Eastern
976,976,976,SOUTH RYEGATE,977,44.1771,-72.1719,Eastern
977,977,977,WEST BURKE 1,978,44.7427,-71.9506,Eastern
978,978,978,WEST BURKE 2,979,44.6667,-71.8995,Eastern
979,979,979,BURLINGTON 1,980,44.5029,-73.2989,Eastern
980,980,980,BURLINGTON 2,981,44.4501,-73.245,Eastern
981,981,981,BURLINGTON 3,982,44.5104,-73.3152,Eastern
982,982,982,BURLINGTON 4,983,44.4907,-73.209,Eastern
983,983,983,BURLINGTON 5,984,44.3768,-73.1622,Eastern
984,984,984,BURLINGTON 6,985,44.4785,-73.234,Eastern
985,985,985,BURLINGTON 7,986,44.5313,-73.2227,Eastern
986,986,986,BURLINGTON 8,987,44.5371,-73.2448,Eastern
987,987,987,BURLINGTON 9,988,44.5092,-73.2082,Eastern
988,988,988,CHARLOTTE 1,989,44.3526,-73.3006,Eastern
989,989,989,CHARLOTTE 2,990,44.3048,-73.233,Eastern
990,990,990,COLCHESTER 1,991,44.6006,-73.1819,Eastern
991,991,991,COLCHESTER 2,992,44.6185,-73.2574,Eastern
992,992,992,COLCHESTER 3,993,44.5446,-73.1532,Eastern
993,993,993,COLCHESTER 4,994,44.6285,-73.1632,Eastern
994,994,994,ESSEX JUNCTION 1,995,44.5642,-73.0789,Eastern
995,995,995,ESSEX JUNCTION 2,996,44.5236,-73.0514,Eastern
996,996,996,ESSEX JUNCTION 3,997,44.5215,-73.0122,Eastern
997,997,997,ESSEX JUNCTION 4,998,44.5351,-73.0214,Eastern
998,998,998,HUNTINGTON 1,999,44.2719,-72.8875,Eastern
999,999,999,JERICHO 1,1000,44.5506,-72.9903,Eastern
1000,1000,1000,JERICHO 2,1001,44.4714,-72.9051,Eastern
1001,1001,1001,JERICHO 3,1002,44.4861,-72.9803,Eastern
1002,1002,1002,MILTON 2,1003,44.6657,-73.0929,Eastern
1003,1003,1003,MILTON 3,1004,44.7137,-73.2073,Eastern
1004,1004,1004,MILTON 4,1005,44.5934,-73.2185,Eastern
1005,1005,1005,RICHMOND 3,1006,44.407,-72.9888,Eastern
1006,1006,1006,SHELBURNE 1,1007,44.3838,-73.2612,Eastern
1007,1007,1007,SHELBURNE 2,1008,44.3071,-73.1829,Eastern
1008,1008,1008,SOUTH BURLINGTON 1,1009,44.381,-73.2155,Eastern
1009,1009,1009,SOUTH BURLINGTON 2,1010,44.4319,-73.135,Eastern
1010,1010,1010,SOUTH BURLINGTON 3,1011,44.4311,-73.0989,Eastern
1011,1011,1011,SOUTH BURLINGTON 4,1012,44.4478,-73.1212,Eastern
1012,1012,1012,UNDERHILL 1,1013,44.5177,-72.9615,Eastern
1013,1013,1013,UNDERHILL 2,1014,44.5666,-72.9296,Eastern
1014,1014,1014,WATERBURY 1,1015,44.2252,-72.8589,Eastern
1015,1015,1015,WATERBURY 2,1016,44.3705,-72.8952,Eastern
1016,1016,1016,WATERBURY 3,1017,44.3138,-72.9016,Eastern
1017,1017,1017,WESTFORD 1,1018,44.606,-72.9786,Eastern
1018,1018,1018,WESTFORD 2,1019,44.5731,-73.0285,Eastern
1019,1019,1019,WILLISTON 1,1020,44.469,-73.1152,Eastern
1020,1020,1020,WILLISTON 2,1021,44.4005,-73.119,Eastern
1021,1021,1021,WILLISTON 3,1022,44.3541,-72.9937,Eastern
1022,1022,1022,WINOOSKI 1,1023,44.4529,-73.1957,Eastern
1023,1023,1023,WINOOSKI 2,1024,44.4119,-73.1801,Eastern
1024,1024,1024,WINOOSKI 3,1025,44.4771,-73.1483,Eastern
1025,1025,1025,CANAAN 5,1026,44.9492,-71.4936,Eastern
1026,1026,1026,CANAAN 6,1027,44.9757,-71.6499,Eastern
1027,1027,1027,GUILDHALL,1028,44.6708,-71.713,Eastern
1028,1028,1028,ISLAND POND 1,1029,44.9191,-71.8599,Eastern
1029,1029,1029,ISLAND POND 2,1030,44.7728,-71.8638,Eastern
1030,1030,1030,LUNENBURG 1,1031,44.4255,-71.6382,Eastern
1031,1031,1031,LUNENBURG 2,1032,44.494,-71.6977,Eastern
1032,1032,1032,BAKERSFIELD,1033,44.8038,-72.7656,Eastern
1033,1033,1033,ENOSBURG FALLS 1,1034,44.8704,-72.8578,Eastern
1034,1034,1034,ENOSBURG FALLS 2,1035,44.8725,-72.7829,Eastern
1035,1035,1035,FAIRFAX 1,1036,44.8038,-73.0143,Eastern
1036,1036,1036,FAIRFAX 2,1037,44.736,-73.0009,Eastern
1037,1037,1037,FAIRFAX 3,1038,44.6677,-73.0427,Eastern
1038,1038,1038,FRANKLIN 8,1039,45.0166,-72.8481,Eastern
1039,1039,1039,FRANKLIN 9,1040,44.9073,-72.9206,Eastern
1040,1040,1040,HIGHGATE CENTER,1041,44.9865,-72.9731,Eastern
1041,1041,1041,JEFFERSONVILLE 1,1042,44.6869,-72.8666,Eastern
1042,1042,1042,JEFFERSONVILLE 2,1043,44.6354,-72.8537,Eastern
1043,1043,1043,JEFFERSONVILLE 3,1044,44.6404,-72.8049,Eastern
1044,1044,1044,RICHFORD 1,1045,44.9516,-72.6338,Eastern
1045,1045,1045,RICHFORD 2,1046,45.0136,-72.6042,Eastern
1046,1046,1046,SAINT ALBANS 2,1047,44.8791,-73.1016,Eastern
1047,1047,1047,SAINT ALBANS 3,1048,44.7224,-73.0162,Eastern
1048,1048,1048,SAINT ALBANS 4,1049,44.8427,-73.1631,Eastern
1049,1049,1049,SHELDON 1,1050,44.8515,-72.9835,Eastern
1050,1050,1050,SWANTON 1,1051,44.9694,-73.0832,Eastern
1051,1051,1051,SWANTON 2,1052,44.8707,-73.1397,Eastern
1052,1052,1052,SWANTON 3,1053,44.9123,-73.0847,Eastern
1053,1053,1053,ALBURGH 1,1054,45.011,-73.3312,Eastern
1054,1054,1054,ALBURGH 2,1055,44.9591,-73.2065,Eastern
1055,1055,1055,ALBURGH 3,1056,44.9747,-73.2653,Eastern
1056,1056,1056,GRAND ISLE 1,1057,44.6526,-73.2743,Eastern
1057,1057,1057,GRAND ISLE 2,1058,44.7354,-73.2635,Eastern
1058,1058,1058,NORTH HERO,1059,44.8431,-73.2799,Eastern
1059,1059,1059,SOUTH HERO,1060,44.6307,-73.3722,Eastern
1060,1060,1060,HYDE PARK 1,1061,44.6353,-72.4801,Eastern
1061,1061,1061,HYDE PARK 2,1062,44.6538,-72.5429,Eastern
1062,1062,1062,JOHNSON 1,1063,44.785,-72.6376,Eastern
1063,1063,1063,JOHNSON 2,1064,44.6997,-72.6672,Eastern
1064,1064,1064,JOHNSON 3,1065,44.6469,-72.6726,Eastern
1065,1065,1065,MORRISVILLE 1,1066,44.5804,-72.6538,Eastern
1066,1066,1066,MORRISVILLE 2,1067,44.5902,-72.6073,Eastern
1067,1067,1067,MORRISVILLE 3,1068,44.5007,-72.6114,Eastern
1068,1068,1068,STOWE 1,1069,44.5187,-72.6399,Eastern
1069,1069,1069,STOWE 2,1070,44.4442,-72.6869,Eastern
1070,1070,1070,STOWE 3,1071,44.5453,-72.6729,Eastern
1071,1071,1071,WOLCOTT 1,1072,44.5162,-72.4879,Eastern
1072,1072,1072,WOLCOTT 2,1073,44.4811,-72.469,Eastern
1073,1073,1073,BARRE 1,1074,44.2451,-72.4774,Eastern
1074,1074,1074,BARRE 2,1075,44.1891,-72.478,Eastern
1075,1075,1075,BARRE 3,1076,44.1663,-72.5466,Eastern
1076,1076,1076,BARRE 4,1077,44.2461,-72.4628,Eastern
1077,1077,1077,BRADFORD 2,1078,44.0475,-72.1404,Eastern
1078,1078,1078,BRADFORD 3,1079,44.0318,-72.1962,Eastern
1079,1079,1079,BRADFORD 4,1080,44.0668,-72.2287,Eastern
1080,1080,1080,CHELSEA 1,1081,44.0833,-72.4443,Eastern
1081,1081,1081,CORINTH 3,1082,44.1276,-72.2486,Eastern
1082,1082,1082,CORINTH 4,1083,44.0614,-72.3429,Eastern
1083,1083,1083,EAST THETFORD,1084,43.7826,-72.1791,Eastern
1084,1084,1084,FAIRLEE 1,1085,43.9155,-72.1698,Eastern
1085,1085,1085,FAIRLEE 2,1086,43.9804,-72.1941,Eastern
1086,1086,1086,NEWBURY,1087,44.1109,-72.1432,Eastern
1087,1087,1087,NORTHFIELD 1,1088,44.2241,-72.6189,Eastern
1088,1088,1088,NORTHFIELD 2,1089,44.1341,-72.7133,Eastern
1089,1089,1089,NORTHFIELD 3,1090,44.1647,-72.7503,Eastern
1090,1090,1090,RANDOLPH 1,1091,44.0148,-72.795,Eastern
1091,1091,1091,RANDOLPH 2,1092,44.0067,-72.7028,Eastern
1092,1092,1092,RANDOLPH 3,1093,43.9683,-72.6803,Eastern
1093,1093,1093,RANDOLPH CENTER 1,1094,44.0123,-72.5854,Eastern
1094,1094,1094,RANDOLPH CENTER 2,1095,43.9239,-72.5505,Eastern
1095,1095,1095,SOUTH ROYALTON 1,1096,43.8277,-72.6196,Eastern
1096,1096,1096,SOUTH ROYALTON 2,1097,43.7638,-72.4817,Eastern
1097,1097,1097,THETFORD CENTER,1098,43.8334,-72.3169,Eastern
1098,1098,1098,TUNBRIDGE,1099,43.9683,-72.4875,Eastern
1099,1099,1099,VERSHIRE,1100,43.9301,-72.3196,Eastern
1100,1100,1100,WILLIAMSTOWN 1,1101,44.0552,-72.5905,Eastern
1101,1101,1101,WILLIAMSTOWN 2,1102,44.1112,-72.5476,Eastern
1102,1102,1102,WILLIAMSTOWN 3,1103,44.1308,-72.4796,Eastern
1103,1103,1103,BARTON 1,1104,44.7219,-72.1445,Eastern
1104,1104,1104,CRAFTSBURY,1105,44.6558,-72.3924,Eastern
1105,1105,1105,DERBY 1,1106,44.9841,-72.0759,Eastern
1106,1106,1106,DERBY LINE 1,1107,45.0083,-71.9498,Eastern
1107,1107,1107,DERBY LINE 2,1108,44.9518,-71.9236,Eastern
1108,1108,1108,GLOVER,1109,44.6587,-72.1468,Eastern
1109,1109,1109,IRASBURG,1110,44.6555,-72.3121,Eastern
1110,1110,1110,LOWELL 1,1111,44.7312,-72.488,Eastern
1111,1111,1111,LOWELL 2,1112,44.7707,-72.3984,Eastern
1112,1112,1112,MORGAN 1,1113,44.8578,-71.9711,Eastern
1113,1113,1113,NEWPORT 5,1114,44.8713,-72.2024,Eastern
1114,1114,1114,NEWPORT 6,1115,44.8625,-72.1157,Eastern
1115,1115,1115,NEWPORT 7,1116,44.94,-72.2799,Eastern
1116,1116,1116,NEWPORT CENTER,1117,44.9849,-72.3294,Eastern
1117,1117,1117,NORTH TROY 1,1118,44.8562,-72.5467,Eastern
1118,1118,1118,NORTH TROY 2,1119,44.976,-72.4094,Eastern
1119,1119,1119,NORTH TROY 3,1120,44.9283,-72.3919,Eastern
1120,1120,1120,ORLEANS 1,1121,44.8233,-72.0863,Eastern
1121,1121,1121,ORLEANS 2,1122,44.7841,-72.1907,Eastern
1122,1122,1122,CASTLETON 1,1123,43.6545,-73.1843,Eastern
1123,1123,1123,CASTLETON 2,1124,43.5792,-73.1764,Eastern
1124,1124,1124,CASTLETON 3,1125,43.6514,-73.2161,Eastern
1125,1125,1125,CHITTENDEN,1126,43.8676,-72.9382,Eastern
1126,1126,1126,DANBY,1127,43.3676,-73.0193,Eastern
1127,1127,1127,FAIR HAVEN 1,1128,43.6243,-73.3211,Eastern
1128,1128,1128,FAIR HAVEN 2,1129,43.7041,-73.3095,Eastern
1129,1129,1129,FAIR HAVEN 3,1130,43.6361,-73.2702,Eastern
1130,1130,1130,KILLINGTON,1131,43.6501,-72.8173,Eastern
1131,1131,1131,MOUNT HOLLY 1,1132,43.6177,-72.7266,Eastern
1132,1132,1132,PAWLET,1133,43.3812,-73.2482,Eastern
1133,1133,1133,PITTSFORD 1,1134,43.7645,-72.9412,Eastern
1134,1134,1134,PITTSFORD 2,1135,43.7074,-72.9529,Eastern
1135,1135,1135,POULTNEY 1,1136,43.5176,-73.172,Eastern
1136,1136,1136,POULTNEY 2,1137,43.5467,-73.2332,Eastern
1137,1137,1137,POULTNEY 3,1138,43.4714,-73.0382,Eastern
1138,1138,1138,PROCTOR 1,1139,43.5881,-73.0334,Eastern
1139,1139,1139,ROCHESTER 7,1140,43.8439,-72.7983,Eastern
1140,1140,1140,RUTLAND 1,1141,43.653,-72.953,Eastern
1141,1141,1141,RUTLAND 2,1142,43.6223,-72.9049,Eastern
1142,1142,1142,RUTLAND 3,1143,43.5938,-72.9779,Eastern
1143,1143,1143,RUTLAND 4,1144,43.5723,-72.862,Eastern
1144,1144,1144,WALLINGFORD 1,1145,43.2857,-72.9729,Eastern
1145,1145,1145,WALLINGFORD 2,1146,43.4555,-72.9186,Eastern
1146,1146,1146,WALLINGFORD 3,1147,43.3939,-72.9528,Eastern
1147,1147,1147,WELLS 4,1148,43.4241,-73.1876,Eastern
1148,1148,1148,WEST RUTLAND,1149,43.5266,-73.0125,Eastern
1149,1149,1149,EAST CALAIS,1150,44.3918,-72.4418,Eastern
1150,1150,1150,MARSHFIELD 1,1151,44.3794,-72.3374,Eastern
1151,1151,1151,MONTPELIER 1,1152,44.2891,-72.5526,Eastern
1152,1152,1152,MONTPELIER 2,1153,44.2495,-72.5861,Eastern
1153,1153,1153,MONTPELIER 3,1154,44.1542,-72.5589,Eastern
1154,1154,1154,MORETOWN,1155,44.2591,-72.7644,Eastern
1155,1155,1155,PLAINFIELD 1,1156,44.2789,-72.3612,Eastern
1156,1156,1156,PLAINFIELD 2,1157,44.2841,-72.4976,Eastern
1157,1157,1157,PLAINFIELD 3,1158,44.1502,-72.3845,Eastern
1158,1158,1158,WAITSFIELD,1159,44.1873,-72.8604,Eastern
1159,1159,1159,WARREN 5,1160,44.088,-72.8195,Eastern
1160,1160,1160,WATERBURY CENTER,1161,44.359,-72.691,Eastern
1161,1161,1161,WORCESTER 1,1162,44.4811,-72.5598,Eastern
1162,1162,1162,BELLOWS FALLS 1,1163,43.2488,-72.4896,Eastern
1163,1163,1163,BELLOWS FALLS 2,1164,43.166,-72.5907,Eastern
1164,1164,1164,BELLOWS FALLS 3,1165,43.187,-72.4068,Eastern
1165,1165,1165,BRATTLEBORO 1,1166,42.7927,-72.7621,Eastern
1166,1166,1166,BRATTLEBORO 2,1167,42.7354,-72.6253,Eastern
1167,1167,1167,BRATTLEBORO 3,1168,42.8202,-72.6292,Eastern
1168,1168,1168,BRATTLEBORO 4,1169,42.8503,-72.6873,Eastern
1169,1169,1169,CHESTER 1,1170,43.287,-72.6935,Eastern
1170,1170,1170,CHESTER 2,1171,43.3196,-72.6498,Eastern
1171,1171,1171,CHESTER 3,1172,43.2453,-72.7111,Eastern
1172,1172,1172,GRAFTON 2,1173,43.1016,-72.5356,Eastern
1173,1173,1173,JAMAICA 1,1174,43.0933,-72.8617,Eastern
1174,1174,1174,NEWFANE 1,1175,43.0292,-72.655,Eastern
1175,1175,1175,NEWFANE 2,1176,42.9694,-72.6675,Eastern
1176,1176,1176,NEWFANE 3,1177,43.0236,-72.7376,Eastern
1177,1177,1177,PUTNEY 1,1178,43.0262,-72.5213,Eastern
1178,1178,1178,PUTNEY 2,1179,42.9488,-72.5358,Eastern
1179,1179,1179,VERNON 1,1180,42.7529,-72.44,Eastern
1180,1180,1180,WEST DOVER,1181,42.9735,-72.8536,Eastern
1181,1181,1181,BETHEL 4,1182,43.7919,-72.7023,Eastern
1182,1182,1182,HARTLAND 2,1183,43.5417,-72.4161,Eastern
1183,1183,1183,HARTLAND 3,1184,43.4825,-72.4255,Eastern
1184,1184,1184,LUDLOW 1,1185,43.3366,-72.7634,Eastern
1185,1185,1185,LUDLOW 2,1186,43.4144,-72.71,Eastern
1186,1186,1186,NORWICH 1,1187,43.7954,-72.3718,Eastern
1187,1187,1187,NORWICH 2,1188,43.7717,-72.3209,Eastern
1188,1188,1188,NORWICH 3,1189,43.8331,-72.3967,Eastern
1189,1189,1189,PERKINSVILLE 1,1190,43.3439,-72.4921,Eastern
1190,1190,1190,PERKINSVILLE 2,1191,43.4002,-72.5626,Eastern
1191,1191,1191,PLYMOUTH 5,1192,43.4675,-72.7078,Eastern
1192,1192,1192,SHARON 1,1193,43.6807,-72.4968,Eastern
1193,1193,1193,SPRINGFIELD 2,1194,43.2471,-72.4087,Eastern
1194,1194,1194,SPRINGFIELD 3,1195,43.2683,-72.5009,Eastern
1195,1195,1195,SPRINGFIELD 4,1196,43.2882,-72.5188,Eastern
1196,1196,1196,STOCKBRIDGE 1,1197,43.7456,-72.8184,Eastern
1197,1197,1197,WHITE RIVER JUNCTION 1,1198,43.6758,-72.4228,Eastern
1198,1198,1198,WHITE RIVER JUNCTION 2,1199,43.6271,-72.3919,Eastern
1199,1199,1199,WHITE RIVER JUNCTION 3,1200,43.6484,-72.343,Eastern
1200,1200,1200,WINDSOR 2,1201,43.4467,-72.3975,Eastern
1201,1201,1201,WINDSOR 3,1202,43.5313,-72.4857,Eastern
1202,1202,1202,WINDSOR 4,1203,43.4552,-72.4716,Eastern
1203,1203,1203,WOODSTOCK 1,1204,43.6954,-72.6693,Eastern
1204,1204,1204,WOODSTOCK 2,1205,43.5975,-72.4811,Eastern
1205,1205,1205,WOODSTOCK 3,1206,43.6532,-72.6234,Eastern
1206,1206,1206,PROCTOR 2,1207,43.6431,-73.0404,Eastern
1207,1207,1207,COLCHESTER 5,1208,44.4876,-73.1137,Eastern
1208,1208,1208,FLORENCE 1,1209,43.6765,-73.0707,Eastern
1209,1209,1209,ESSEX JUNCTION 5,1210,44.4836,-73.1302,Eastern
1210,1210,1210,WEST CHARLESTON,1211,44.9131,-72.0467,Eastern
1211,1211,1211,SHELDON 2,1212,44.9229,-72.986,Eastern
1212,1212,1212,SOUTH BURLINGTON 5,1213,44.5204,-73.2073,Eastern
1213,1213,1213,QUECHEE,1214,43.6203,-72.405,Eastern
1214,1214,1214,GILMAN 1,1215,44.4159,-71.7424,Eastern
1215,1215,1215,FAIRFAX 4,1216,44.6512,-72.9875,Eastern
1216,1216,1216,CHARLOTTE 3,1217,44.3652,-73.1901,Eastern
1217,1217,1217,ESSEX JUNCTION 6,1218,44.4757,-73.1058,Eastern
1218,1218,1218,NEW HAVEN 3,1219,44.0119,-73.1726,Eastern
1219,1219,1219,SWANTON 4,1220,44.972,-73.0413,Eastern
1220,1220,1220,BARNARD 1,1221,43.3954,-72.4375,Eastern
1221,1221,1221,WILMINGTON 4,1222,42.8842,-72.9856,Eastern
1222,1222,1222,WILLIAMSTOWN 4,1223,44.0935,-72.6072,Eastern
1223,1223,1223,NORTH HARTLAND,1224,43.577,-72.3374,Eastern
1224,1224,1224,MORRISVILLE 4,1225,44.5565,-72.5911,Eastern
1225,1225,1225,SOUTH BURLINGTON 6,1226,44.4438,-73.157,Eastern
